orbital_period,impact_parameter,transit_duration,transit_depth,planet_radius,planet_star_radius_ratio,stellar_teff,stellar_logg,stellar_radius,stellar_mass,stellar_density,stellar_magnitude,label
2.6855915,0.5,2.0491187,488.2401788,3.5729712,0.024231,5796.0,4.14,1.51715,0.96,1.0336105,8.5941,0
14.278122,0.5,8.6972718,827.9264426,8.3566078,0.024231,5105.0,3.39182,2.90324,0.96,1.0336105,7.3566,0
2.5599667,0.5,2.9695871,11049.7594662,17.5040682,0.024231,6432.2,4.11,1.56996,0.96,1.0336105,11.0048,0
3.217824,0.5,1.735,1288.0,5.84702,0.024231,5418.0,4.17,1.67,0.96,1.0336105,10.3345,0
4.7631,0.5,1.838,850.0,4.06445,0.024231,6105.1,4.12,1.48,0.96,1.0336105,9.7472,0
3.9194856,0.5,2.3461465,5155.2335962,3.97,0.024231,5149.0,4.35,1.028,0.96,1.0336105,10.7565,0
5.438218,0.5,1.675,7830.0,14.7798,0.024231,5342.0,4.09,1.49,0.96,1.0336105,10.5833,0
2.8319354,0.5,3.21,780.0,4.18335,0.024231,5408.7,4.412,1.48,0.96,1.0336105,10.2081,0
7.6943096,0.5,8.903,7400.0,3.97,0.024231,4956.8,4.412,1.028,0.96,1.0336105,8.8681,0
17.0614756,0.5,3.384,2730.0,17.1048027,0.024231,9184.7,4.09,2.14183,0.96,1.0336105,9.5918,0
6.0783344,0.5,4.8904528,16168.288913,16.9877965,0.024231,8719.5,4.08,1.0,0.96,1.0336105,5.666,0
1.30924,0.5,2.535,3370.0,3.97,0.024231,8832.5,4.26,1.028,0.96,1.0336105,9.8678,0
10.2150168,0.5,1.9683066,994.1089045,1.4777754,0.024231,3763.0,4.83739,0.447336,0.96,1.0336105,9.92801,0
9.27898,0.5,6.514,9020.0,15.0807,0.024231,5898.8,4.08,1.45,0.96,1.0336105,10.9805,0
2.4763492,0.5,3.593,593.0,4.72716,0.024231,8749.3,4.412,2.14,0.96,1.0336105,10.001,0
17.1725007,0.5,5.016,3610.0,9.89011,0.024231,6617.0,4.21,1.41,0.96,1.0336105,10.1919,0
6.1110945,0.5,4.2566318,1098.152672,5.873208,0.024231,5725.0,4.54,1.07235,0.96,1.0336105,10.3349,0
0.5646193,0.5,1.295,510.0,3.01498,0.024231,6237.0,4.24,1.3,0.96,1.0336105,10.361,0
30.7864669,0.5,3.466,8750.0,23.8125,0.024231,6101.8,4.412,2.05,0.96,1.0336105,9.9681,0
7.5043829,0.5,4.8967771,12479.7176832,3.97,0.024231,8613.8,4.412,1.028,0.96,1.0336105,8.135,0
2.5861465,0.5,1.299,2510.0,11.9748,0.024231,5635.4,3.71,2.33,0.96,1.0336105,9.62418,0
2.2818488,0.5,3.973,1483.0,7.2854,0.024231,5368.0,4.412,2.15,0.96,1.0336105,10.1854,0
3.4551479,0.5,5.7444704,5191.7260014,3.97,0.024231,8046.5,4.12,1.028,0.96,1.0336105,10.2581,0
104.8729635,0.5,6.554,12183.0,10.223,0.024231,5350.0,4.52347,0.88,0.96,1.0336105,10.0391,0
3.7899524,0.5,5.5268401,4345.4373432,11.7871267,0.024231,5579.5,4.22,1.10456,0.96,1.0336105,10.1574,0
6.6570835,0.5,5.285,7164.0,14.8934,0.024231,5805.6,4.13,1.73,0.96,1.0336105,10.1405,0
4.31224,0.5,2.704,4990.0,12.3576,0.024231,5718.0,4.412,1.72,0.96,1.0336105,10.5287,0
3.9416903,0.5,2.537,12840.0,19.6321,0.024231,6190.4,4.15,1.48,0.96,1.0336105,10.248,0
4.0337201,0.5,3.48,2868.0,11.5159,0.024231,7369.0,4.27,2.22,0.96,1.0336105,10.2396,0
3.1056464,0.5,1.772,800.0,13.2277,0.024231,7804.8,3.78,4.44,0.96,1.0336105,9.8153,0
7.72433,0.5,8.03,7120.0,20.0285,0.024231,6249.4,4.19,2.32,0.96,1.0336105,10.2372,0
1.8359766,0.5,1.062,1073.0,5.11603,0.024231,6311.5,4.17,1.61,0.96,1.0336105,9.8916,0
1.10833,0.5,2.288,1060.0,4.58274,0.024231,5972.0,4.08,1.4,0.96,1.0336105,10.186,0
7.2133579,0.5,2.345,8814.0,21.2234,0.024231,5843.0,4.33,1.16,0.96,1.0336105,10.4109,0
8.1382222,0.5,3.2797025,3852.0299874,6.1757682,0.024231,5414.0,4.438,0.951985,0.96,1.0336105,7.8541,0
9.1270519,0.5,3.549,4568.0,8.34235,0.024231,5400.0,4.43,1.18,0.96,1.0336105,10.3579,0
3.098367,0.5,1.963,496.0,2.47118,0.024231,5400.0,4.43,1.18,0.96,1.0336105,10.3579,0
2.7435213,0.5,1.8047048,1518.9012847,22.0496668,0.024231,7896.3,3.6,3.9611499,0.96,1.0336105,8.9578,0
2.3330349,0.5,3.005,2795.0,15.6213,0.024231,5986.5,4.32,1.56,0.96,1.0336105,10.4879,0
5.826325154,0.5,3.529,3860.0,15.7171,0.024231,7043.2,3.98,2.46,0.96,1.0336105,9.6569,0
1.79988,0.5,3.518,180.0,3.32197,0.024231,6136.9,3.85,2.46,0.96,1.0336105,9.0607,0
17.3057923,0.5,4.1729767,2807.066874,12.4978402,0.024231,6995.5,4.1,2.2275901,0.96,1.0336105,9.4916,0
6.40938,0.5,2.356,280.0,10.1474,0.024231,4650.0,2.54,8.3,0.96,1.0336105,9.2225,0
5.826325154,0.5,9.1654068,912.2762923,3.1563904,0.024231,5249.0,4.48682,0.895408,0.96,1.0336105,10.199,0
723.8345008,0.5,7.382946,3119.2983693,13.1361697,0.024231,5463.0,3.77778,1.94771,0.96,1.0336105,8.64807,0
1071.0898448,0.5,2.1734134,865.169438,2.2407785,0.024231,4755.33,4.62683,0.701499,0.96,1.0336105,7.3551,0
52.9781419,0.5,4.7965246,6347.2690959,11.4471492,0.024231,6461.8,4.35,1.33031,0.96,1.0336105,8.5822,0
5.8492379,0.5,3.257,109.0,1.18919,0.024231,6461.8,4.35,1.33,0.96,1.0336105,8.5822,0
1134.6723963,0.5,8.6844623,11679.2159464,11.7582195,0.024231,5842.0,4.39929,1.0735199,0.96,1.0336105,9.26693,0
11.5778362,0.5,3.8772499,217.3994918,1.5422129,0.024231,5739.0,4.51,1.02607,0.96,1.0336105,5.0494,1
27.5920718,0.5,3.2743016,555.3352929,2.7050278,0.024231,5739.0,4.51,1.02607,0.96,1.0336105,5.0494,1
5.826325154,0.5,3.5341354,195.1972939,1.6208326,0.024231,5739.0,4.51,1.02607,0.96,1.0336105,5.0494,1
3.0565259,0.5,4.145,8800.0,15.1633,0.024231,5981.0,4.07,1.6,0.96,1.0336105,10.6506,1
2.6162769,0.5,1.134893,1120.6014184,1.0972867,0.024231,3352.0,4.8984,0.325635,0.96,1.0336105,10.2705,0
4.8099755,0.5,6.696,6965.0,22.6223,0.024231,6417.0,3.7,2.65,0.96,1.0336105,9.63331,1
3.3491408,0.5,1.207,7210.0,5.37673,0.024231,3223.0,4.89993,0.32,0.96,1.0336105,12.8387,0
6.8161105,0.5,2.718,1377.0,2.98458,0.024231,5175.0,4.54,0.84,0.96,1.0336105,10.408,0
2.4590369,0.5,1.862,1179.0,2.74738,0.024231,5175.0,4.54,0.84,0.96,1.0336105,10.408,0
25.3369848,0.5,3.214,1330.0,3.23582,0.024231,5175.0,4.54,0.84,0.96,1.0336105,10.408,0
5.49826,0.5,2.04,12929.0,16.2801,0.024231,6362.6,4.412,1.34,0.96,1.0336105,8.2057,0
7.4355709,0.5,2.3450321,1310.6803156,2.2761564,0.024231,4218.9,4.67,0.622512,0.96,1.0336105,8.962,0
15.3468182,0.5,6.425,665.0,3.99579,0.024231,5588.0,3.92293,1.8,0.96,1.0336105,9.6087,0
1.7386695,0.5,1.1898354,13710.7615026,9.455763,0.024231,4746.0,4.52746,0.820258,0.96,1.0336105,14.6723,0
5.633477,0.5,4.132,5651.0,13.2583,0.024231,6412.8,4.09,1.7,0.96,1.0336105,8.27468,1
3.9415041,0.5,2.866,21330.0,13.8352,0.024231,5729.0,4.52,0.92,0.96,1.0336105,10.5484,1
0.4487349,0.5,2.8757897,3572.0328032,5.8054498,0.024231,3975.0,4.62844,0.627144,0.96,1.0336105,11.6484,0
11.1900486,0.5,2.9741507,567.7989939,1.6608182,0.024231,4958.0,4.66667,0.695992,0.96,1.0336105,8.5049,0
2.8758831,0.5,3.14,3152.0,8.33267,0.024231,6084.0,4.17,1.46,0.96,1.0336105,7.6262,1
8.8720542,0.5,3.6593396,6144.296801,11.9849813,0.024231,6042.0,4.15,1.47996,0.96,1.0336105,10.9461,0
7.1925327,0.5,2.551,1180.0,2.5719,0.024231,5050.0,4.59,0.77,0.96,1.0336105,10.5782,0
1.46329,0.5,2.431,750.0,3.54656,0.024231,6168.0,4.29,1.28,0.96,1.0336105,10.5027,0
0.77871,0.5,1.458,670.0,6.16036,0.024231,7751.0,4.0,2.25,0.96,1.0336105,10.9141,0
2.57134,0.5,3.824,920.0,10.7406,0.024231,7125.0,3.54,3.56,0.96,1.0336105,10.9415,0
51.94509,0.5,8.094,2534.0,0.705818,0.024231,3203.0,5.01682,0.23,0.96,1.0336105,12.2423,0
1.3254567,0.5,0.975,3365.0,14.4076,0.024231,5778.0,3.74,2.29,0.96,1.0336105,10.8489,0
5.7156075,0.5,4.0584797,12240.9298817,13.6015651,0.024231,6664.0,4.44,1.18444,0.96,1.0336105,10.7609,0
17.0096703,0.5,2.228,4730.0,13.5294,0.024231,6542.0,4.412,1.5,0.96,1.0336105,10.9293,0
18.8243063,0.5,4.397,1915.0,8.51397,0.024231,7014.0,4.05,1.95,0.96,1.0336105,9.46221,0
2.89453,0.5,3.327,550.0,6.20845,0.024231,9714.0,3.98,2.68,0.96,1.0336105,10.5682,0
8.51226,0.5,3.068,620.0,5.90105,0.024231,9387.0,4.412,2.35,0.96,1.0336105,9.1196,0
1.261045,0.5,1.246,384.0,4.24615,0.024231,6549.0,3.89,2.18,0.96,1.0336105,8.97913,0
11.1516668,0.5,4.623,580.0,2.91771,0.024231,6319.0,4.38,1.19,0.96,1.0336105,10.67,0
5.5470937,0.5,3.4350999,550.6948044,2.8717764,0.024231,6319.0,4.38,1.1913199,0.96,1.0336105,10.67,0
3.7321195,0.5,5.738,4180.0,19.158,0.024231,6570.0,3.68,2.8,0.96,1.0336105,10.5352,0
11.2479927,0.5,3.142,1277.0,4.96692,0.024231,6308.0,4.19,1.48,0.96,1.0336105,10.4719,0
43.8297863,0.5,4.3011392,647.2685163,2.8243863,0.024231,5605.0,4.39973,1.03654,0.96,1.0336105,9.2182,0
3.8608551,0.5,2.571,14670.0,11.2224,0.024231,5019.0,4.43,0.92,0.96,1.0336105,10.8407,0
1.37477,0.5,1.601,960.0,3.0101,0.024231,5825.0,4.44,1.02,0.96,1.0336105,10.4608,0
2.41872,0.5,2.685,1160.0,7.23529,0.024231,6535.0,3.9,2.16,0.96,1.0336105,10.9518,0
12.0135752,0.5,4.274,1171.0,3.7307,0.024231,6178.0,4.33,1.23,0.96,1.0336105,10.1976,0
4.1207509,0.5,2.158,973.0,7.46471,0.024231,9953.0,4.09,2.38,0.96,1.0336105,10.4887,0
9.07763,0.5,5.928,5912.0,12.6842,0.024231,6125.9,4.03,1.72,0.96,1.0336105,10.7799,0
1.4971447,0.5,2.4024159,16266.2491958,16.2528494,0.024231,6081.0,4.31,1.2431901,0.96,1.0336105,10.996,0
7.4072602,0.5,3.019,14765.0,14.7857,0.024231,5887.0,4.35,1.14,0.96,1.0336105,10.4708,0
13.7905315,0.5,3.301,1140.0,2.60168,0.024231,5021.6,4.6,0.76,0.96,1.0336105,10.7545,0
5.30329,0.5,3.707,1200.0,11.7443,0.024231,6054.7,3.41,3.48,0.96,1.0336105,10.6568,0
4.2529842,0.5,3.138,283.0,2.26991,0.024231,6222.5,4.06,1.45,0.96,1.0336105,9.4525,0
13.5970194,0.5,2.781,604.0,2.03572,0.024231,5985.0,4.59,0.88,0.96,1.0336105,9.70362,0
1.1633325,0.5,1.7800569,384.9566815,5.5717234,0.024231,11265.0,4.07,2.61707,0.96,1.0336105,10.6234,0
1.62263,0.5,1.555,1630.0,4.33692,0.024231,5016.1,4.412,1.01,0.96,1.0336105,10.0943,0
4.27808,0.5,1.9576205,1096.6013542,17.8096125,0.024231,4772.0,4.412,5.2787499,0.96,1.0336105,10.5008,0
3.5684459,0.5,2.934,939.0,5.87762,0.024231,8124.0,4.412,2.08,0.96,1.0336105,10.7633,0
4.6981739,0.5,2.36,7417.0,31.434,0.024231,6782.0,4.412,1.61,0.96,1.0336105,10.6526,0
10.2207,0.5,3.848,300.0,2.95608,0.024231,6748.7,4.13,1.72,0.96,1.0336105,7.3307,0
5.5986337,0.5,5.3892498,2541.1751726,9.9822897,0.024231,6081.3,4.412,1.83732,0.96,1.0336105,10.7165,0
1.51567,0.5,2.281,750.0,14.18,0.024231,4963.0,4.412,4.96,0.96,1.0336105,10.5365,0
3.7543552,0.5,1.878,470.0,4.6716,0.024231,8398.0,4.27,1.75,0.96,1.0336105,10.1731,0
0.7363132,0.5,0.6736853,1322.5461054,1.5332682,0.024231,3358.0,4.438,0.351676,0.96,1.0336105,12.4312,0
2.2657506,0.5,3.419,388.0,8.00485,0.024231,10125.0,3.62,4.14,0.96,1.0336105,9.8722,0
1.45655,0.5,1.51,580.0,1.83776,0.024231,4475.0,4.59,0.7,0.96,1.0336105,10.636,0
4.04163,0.5,1.719,3100.0,13.1608,0.024231,6895.0,3.87,2.36,0.96,1.0336105,10.155,0
21.07626,0.5,2.124,1890.0,11.6504,0.024231,7577.0,3.9,2.46,0.96,1.0336105,10.3499,0
8.8036803,0.5,2.997,8360.0,8.9006,0.024231,5701.0,4.47,0.94,0.96,1.0336105,11.5906,1
5.826325154,0.5,12.5551812,1341.1309509,10.443271,0.024231,5701.43,3.56597,2.7564499,0.96,1.0336105,9.0024,0
1.76442,0.5,2.749,8800.0,23.0,0.024231,9277.7,4.412,2.26,0.96,1.0336105,8.522,0
8.8128067,0.5,2.325,787.0,2.33219,0.024231,5491.0,4.5359,0.88,0.96,1.0336105,10.4547,0
7.7690887,0.5,2.6251447,1416.7912077,2.3663308,0.024231,3700.0,4.70036,0.542573,0.96,1.0336105,11.1806,0
5.9214229,0.5,2.4606208,140.4285921,1.0470381,0.024231,5268.0,4.56138,0.823126,0.96,1.0336105,7.9726,0
5.6492853,0.5,4.0424046,44346.559983,26.5608527,0.024231,5963.0,4.31132,1.21025,0.96,1.0336105,13.4734,0
6.3839247,0.5,1.5808909,358.7464972,2.2843976,0.024231,5849.0,4.33017,1.16353,0.96,1.0336105,9.74428,0
5.6739336,0.5,2.8074156,641.2779235,2.587582,0.024231,5873.3,4.46212,1.00286,0.96,1.0336105,11.04,0
3.167981,0.5,1.352,970.0,3.97,0.024231,3546.0,4.93943,1.028,0.96,1.0336105,11.6434,0
53.1991439,0.5,6.2024225,591.4602835,2.8396233,0.024231,5729.0,4.32178,1.15632,0.96,1.0336105,9.45253,0
177.5830512,0.5,4.7901443,456.0908234,3.5953731,0.024231,6594.0,4.16825,1.59978,0.96,1.0336105,8.38689,0
4.7981694,0.5,2.1425123,1051.0675882,2.3133532,0.024231,4065.0,4.59496,0.667797,0.96,1.0336105,11.1345,0
10.3563596,0.5,3.4814933,923.942127,2.4103206,0.024231,5149.6,4.6,0.772148,0.96,1.0336105,8.3745,0
35.1257472,0.5,2.839,2066.0,3.17021,0.024231,5149.6,4.6,0.77,0.96,1.0336105,8.3745,0
21.0153047,0.5,4.315,2072.0,3.78219,0.024231,5149.6,4.6,0.77,0.96,1.0336105,8.3745,0
6.1155829,0.5,1.941,322.0,1.56167,0.024231,5284.0,4.54246,0.85,0.96,1.0336105,9.7807,0
6.2772478,0.5,1.5325014,910.5215536,2.5385441,0.024231,5244.0,4.58339,0.800741,0.96,1.0336105,11.0372,0
1.4923179,0.5,1.1558314,669.71826,1.2607994,0.024231,3577.0,4.75448,0.480553,0.96,1.0336105,10.8515,0
9.3174113,0.5,1.7011801,1790.5546209,2.0623382,0.024231,3577.0,4.75448,0.480553,0.96,1.0336105,10.8515,0
22.4586196,0.5,7.1989719,445.0003089,2.1229458,0.024231,5493.0,4.43001,0.978381,0.96,1.0336105,10.3539,0
63.5809449,0.5,3.6561358,1446.5029644,3.0597346,0.024231,4868.0,4.61964,0.72252,0.96,1.0336105,11.4547,0
10.5054362,0.5,2.4850401,1320.6016253,1.947929,0.024231,3742.0,4.72382,0.515547,0.96,1.0336105,11.642,0
5.1097197,0.5,1.6354976,540.1814411,1.3996848,0.024231,3742.0,4.72382,0.515547,0.96,1.0336105,11.642,0
30.2004765,0.5,4.517,520.0,2.6056,0.024231,6004.0,4.36245,1.15,0.96,1.0336105,7.8206,0
17.969639,0.5,4.238817,1231.0381518,3.0570342,0.024231,4410.0,4.507,0.767286,0.96,1.0336105,11.8737,0
6.0784031,0.5,2.117,1810.0,2.07448,0.024231,3630.0,4.76664,0.47,0.96,1.0336105,13.3257,0
8.1490285,0.5,2.3210553,2850.6795113,2.5781465,0.024231,3630.0,4.76664,0.466766,0.96,1.0336105,13.3257,0
5.826325154,0.5,6.7940415,1885.160909,3.4610442,0.024231,5134.0,4.57244,0.799051,0.96,1.0336105,9.8499,0
41.7540004,0.5,4.491,820.0,2.75297,0.024231,5337.0,4.48036,0.91,0.96,1.0336105,11.316,0
20.261655,0.5,2.9685197,612.9485468,2.4206095,0.024231,5337.0,4.48036,0.914083,0.96,1.0336105,11.316,0
5.826325154,0.5,16.0960466,548.082765,2.2664482,0.024231,5647.0,4.48001,0.953815,0.96,1.0336105,10.0537,0
124.72987,0.5,7.2967692,1781.9160024,3.5130935,0.024231,4902.0,4.5026,0.831423,0.96,1.0336105,10.8812,0
49.9950015,0.5,5.109,1080.0,2.65286,0.024231,5274.27,4.61038,0.78,0.96,1.0336105,11.5509,0
4.3794298,0.5,1.6639354,969.6957616,2.3149088,0.024231,4892.0,4.50955,0.742779,0.96,1.0336105,10.8545,0
230.92212,0.5,15.8602661,284.9247434,3.6785805,0.024231,6395.0,3.89312,2.1204,0.96,1.0336105,8.80613,0
177.2188871,0.5,5.5590645,294.429628,2.0323111,0.024231,5809.0,4.33351,1.15025,0.96,1.0336105,8.1529,0
4.3032642,0.5,2.5737232,710.7656808,2.66568,0.024231,5468.73,4.37458,1.05,0.96,1.0336105,10.6375,0
53.8108713,0.5,4.2655099,965.1696621,2.2249096,0.024231,4455.0,4.55621,0.730261,0.96,1.0336105,10.6699,0
18.7931749,0.5,1.09889,1844.6985474,1.7151271,0.024231,3457.0,4.84825,0.376775,0.96,1.0336105,12.2669,0
17.664866,0.5,2.7644951,736.3925122,1.2984859,0.024231,3746.0,4.76979,0.463205,0.96,1.0336105,11.0788,0
28.1722501,0.5,3.3983448,950.5653623,1.4475246,0.024231,3746.0,4.76979,0.463205,0.96,1.0336105,11.0788,0
3.1190716,0.5,1.1585974,2964.5828911,1.6229796,0.024231,3285.0,4.98992,0.247331,0.96,1.0336105,13.4764,0
6.3878202,0.5,1.4551851,5857.0164704,2.041471,0.024231,3285.0,4.98992,0.247331,0.96,1.0336105,13.4764,0
1.7890217,0.5,1.9190564,391.6251669,1.6741803,0.024231,5264.0,4.59586,0.791524,0.96,1.0336105,11.6685,0
5.826325154,0.5,12.4131426,230.8387014,2.4661884,0.024231,7788.0,4.32577,1.5457799,0.96,1.0336105,8.20773,0
19.5078657,0.5,4.603,1770.0,3.92839,0.024231,4316.0,4.56,0.71,0.96,1.0336105,11.2011,0
9.0105414,0.5,1.8443264,4125.0713,2.1513682,0.024231,3275.0,4.438,0.330146,0.96,1.0336105,12.5395,0
23.6573994,0.5,2.308778,1180.9350567,3.0681221,0.024231,5535.0,4.57126,0.846615,0.96,1.0336105,10.8676,0
9.0753271,0.5,3.6156842,586.9172699,2.5831328,0.024231,5619.0,4.44,0.997589,0.96,1.0336105,10.6397,0
6.7060238,0.5,1.6782365,542.9365808,2.12647,0.024231,5292.0,4.58201,0.807811,0.96,1.0336105,11.4106,0
5.826325154,0.5,3.3394704,1474.5340825,3.219425,0.024231,5292.0,4.58201,0.807811,0.96,1.0336105,11.4106,0
2.6620728,0.5,1.7235054,220.9994213,1.2172175,0.024231,4884.0,4.54,0.799716,0.96,1.0336105,10.3366,0
20.2926468,0.5,3.7402567,319.9395199,1.7004976,0.024231,4884.0,4.54,0.799716,0.96,1.0336105,10.3366,0
3.2723118,0.5,1.815,464.0,1.46772,0.024231,4907.0,4.62,0.72,0.96,1.0336105,10.0556,0
5.904369,0.5,2.653,351.0,1.35959,0.024231,4907.0,4.62,0.72,0.96,1.0336105,10.0556,0
15.1808746,0.5,2.808,689.0,1.86864,0.024231,4907.0,4.62,0.72,0.96,1.0336105,10.0556,0
1.9803146,0.5,1.66,306.0,1.16969,0.024231,4907.0,4.62,0.72,0.96,1.0336105,10.0556,0
9.56111,0.5,3.0128111,381.556764,1.6790876,0.024231,4907.0,4.62,0.723757,0.96,1.0336105,10.0556,0
15.9152686,0.5,1.1393111,652.5574248,2.2277479,0.024231,4718.0,4.49012,0.821067,0.96,1.0336105,9.8565,0
0.6332593,0.5,0.8622011,1191.4597195,5.3027904,0.024231,5590.0,4.45374,0.976212,0.96,1.0336105,9.85649,0
2.45457,0.5,2.39,19250.0,14.183,0.024231,5565.0,4.45,0.97,0.96,1.0336105,11.3819,0
6.8019625,0.5,2.9121651,15465.6374163,29.3148832,0.024231,6300.0,4.22,1.42268,0.96,1.0336105,10.223,0
0.67249,0.5,1.801,7890.0,15.7288,0.024231,6647.0,4.12,1.7,0.96,1.0336105,9.78569,0
6.5638575,0.5,1.7124147,2132.1775602,7.6270781,0.024231,5873.97,4.35182,1.08871,0.96,1.0336105,9.4906,0
32.76639,0.5,6.089,500.0,3.20531,0.024231,6073.0,4.21,1.39,0.96,1.0336105,9.69902,0
1.2680452,0.5,1.027,538.0,2.24707,0.024231,5477.0,4.46,0.95,0.96,1.0336105,9.1597,0
14.0120582,0.5,5.9348633,751.5203056,4.4835127,0.024231,7184.0,4.25,1.58046,0.96,1.0336105,7.1776,0
155.8237,0.5,10.641846,1164.4006092,5.5521957,0.024231,7184.0,4.25,1.58046,0.96,1.0336105,7.1776,0
5.24612,0.5,4.194,1030.0,5.61881,0.024231,5286.9,4.412,1.76,0.96,1.0336105,10.5163,0
6.2099619,0.5,4.49,4090.0,14.369,0.024231,6382.0,3.9,2.1,0.96,1.0336105,9.8251,0
3.6944323,0.5,4.915,312.0,3.05838,0.024231,8153.0,4.09,2.11,0.96,1.0336105,8.29254,0
5.3089937,0.5,5.876,531.0,3.29803,0.024231,6927.0,4.18,1.65,0.96,1.0336105,9.68129,0
28.6620782,0.5,4.351,2600.0,12.4971,0.024231,6280.0,4.05,1.72,0.96,1.0336105,9.98272,0
2.34483,0.5,1.417,370.0,4.2647,0.024231,6398.0,3.89,2.13,0.96,1.0336105,8.63532,0
7.2008611,0.5,2.03,50063.0,12.0629,0.024231,3606.0,4.74,0.5,0.96,1.0336105,10.3978,0
0.3352715,0.5,0.7189856,19687.8213975,4.4688,0.024231,3332.0,4.94964,0.3,0.96,1.0336105,12.5595,0
5.7998189,0.5,1.014374,8567.3390223,2.6346124,0.024231,3179.0,4.99978,0.240233,0.96,1.0336105,12.8233,0
2.3195654,0.5,2.0259086,19508.6953576,12.4030722,0.024231,4325.66,4.438,0.628365,0.96,1.0336105,11.9441,0
3.5852284,0.5,3.0197224,16909.228538,14.5431829,0.024231,5852.0,4.40684,1.06725,0.96,1.0336105,12.658,1
10.3088514,0.5,3.8012836,2122.245998,4.0217464,0.024231,5432.0,4.56341,0.843702,0.96,1.0336105,9.5373,0
3.5539283,0.5,3.6341388,9368.3887704,21.2028076,0.024231,6184.0,3.9042,2.0085199,0.96,1.0336105,11.1116,1
5.0316347,0.5,5.265,4912.0,15.3999,0.024231,6350.0,3.87,2.16,0.96,1.0336105,10.1213,1
1.306188,0.5,1.4177746,24746.2794438,16.758883,0.024231,5489.0,4.59342,0.820181,0.96,1.0336105,11.7213,1
5.5080682,0.5,2.6399995,21584.7573167,10.7299795,0.024231,4790.0,4.58765,0.740113,0.96,1.0336105,11.733,1
16.3413889,0.5,5.3764481,372.0970618,2.629079,0.024231,5991.11,4.37711,1.12506,0.96,1.0336105,6.6813,0
4.627664,0.5,2.306,6190.0,14.3694,0.024231,6727.6,4.22,1.55,0.96,1.0336105,9.54417,1
23.5199045,0.5,3.222,1243.0,2.30502,0.024231,4566.4,4.93,0.67,0.96,1.0336105,9.7806,0
7.7565534,0.5,2.4341043,286.2558604,1.1359985,0.024231,4566.4,4.93,0.672062,0.96,1.0336105,9.7806,0
5.0052605,0.5,4.9057646,7641.404098,13.6314528,0.024231,6115.0,4.16703,1.46701,0.96,1.0336105,11.0269,1
1.8468345,0.5,2.565,13237.0,16.4012,0.024231,6352.0,4.27,1.36,0.96,1.0336105,10.1058,1
3.2440454,0.5,3.6774272,15011.9381969,21.0498466,0.024231,5703.0,4.16,1.38951,0.96,1.0336105,10.2025,1
3.8266587,0.5,2.0605848,1181.8154296,2.4536347,0.024231,4175.0,4.54,0.716312,0.96,1.0336105,10.8571,0
9.2292078,0.5,2.817,1606.0,3.21883,0.024231,4406.0,4.50428,0.77,0.96,1.0336105,7.7945,0
95.8531625,0.5,5.024,5975.0,5.95763,0.024231,4406.0,4.50428,0.77,0.96,1.0336105,7.7945,0
2.7884723,0.5,2.9462464,14467.6854046,13.9432645,0.024231,5833.0,4.35385,1.12956,0.96,1.0336105,11.3998,1
7.8519082,0.5,1.6318726,3873.9591492,2.1705803,0.024231,3384.0,4.87998,0.34388,0.96,1.0336105,11.7371,0
14.1502269,0.5,3.8264451,41358.8663923,18.6317683,0.024231,4882.0,4.45655,0.873952,0.96,1.0336105,12.2186,0
1.4821845,0.5,2.5956827,16269.2562793,27.5079498,0.024231,6835.31,4.37191,1.31284,0.96,1.0336105,12.5466,0
1.4013784,0.5,1.7042715,19735.2001267,13.9977478,0.024231,4984.0,4.41028,0.934977,0.96,1.0336105,12.4197,1
18.5537012,0.5,3.438,448.0,1.57606,0.024231,5346.2,4.6,0.8,0.96,1.0336105,8.0089,0
9.695961,0.5,2.772,122.0,0.808552,0.024231,5346.2,4.6,0.8,0.96,1.0336105,8.0089,0
2.4706114,0.5,1.794486,14310.7159758,13.7703405,0.024231,5854.0,4.45,1.01613,0.96,1.0336105,10.854,1
18.2616878,0.5,3.434,971.0,2.85973,0.024231,5674.0,4.49483,0.94,0.96,1.0336105,8.8975,0
9.3004351,0.5,2.3510062,1595.2088627,1.5550304,0.024231,3472.0,4.86042,0.363966,0.96,1.0336105,11.0768,0
5.5899401,0.5,5.032,3840.0,12.1202,0.024231,7437.0,4.09,1.95,0.96,1.0336105,10.1041,0
37.3415931,0.5,5.351,766.0,2.1417,0.024231,5452.0,4.53224,0.88,0.96,1.0336105,9.90667,0
10.2611329,0.5,7.369,1900.0,12.2521,0.024231,6202.0,3.63,2.78,0.96,1.0336105,8.55942,0
5.8924856,0.5,3.134,4530.0,17.4655,0.024231,7272.0,4.0,2.13,0.96,1.0336105,9.9094,0
26.2049782,0.5,5.8635323,5593.1821784,10.15497,0.024231,6115.0,4.25,1.3363301,0.96,1.0336105,10.7047,0
23.48522,0.5,3.546,6020.0,14.0152,0.024231,5930.0,4.11,1.51,0.96,1.0336105,10.6746,0
0.5842495,0.5,0.559,1041.0,5.50799,0.024231,6020.0,4.18,1.34,0.96,1.0336105,10.1099,0
26.2851404,0.5,2.7692779,975.2076991,3.082863,0.024231,5821.0,4.44094,0.96445,0.96,1.0336105,10.5011,0
2.2263798,0.5,2.863,1270.0,6.51393,0.024231,6446.3,4.03,1.84,0.96,1.0336105,10.4288,0
15.64643,0.5,7.75,6010.0,16.1126,0.024231,5660.0,3.86,1.95,0.96,1.0336105,10.142,0
